# data from file /Users/tpaneque/Library/CloudStorage/Dropbox/Documents_MAC_ESO/MAPS/hd163296/HD_163296_CO_220GHz.robust_0.5.JvMcorr.image.fits
# parameters used:
# PA: -133.3
# inc: 46.7
# dist: 101.0 
# vsys: 5800.0 
# Xmax: 800 
# Zmax: 300
# r[au] h[au] temp[K] std_temp[K]
2.390000000000000000e+02 8.000000000000000000e+01 3.913639831542968750e+01 0.000000000000000000e+00
2.400000000000000000e+02 1.000000000000000000e+00 2.169615173339843750e+01 0.000000000000000000e+00
2.400000000000000000e+02 3.000000000000000000e+00 2.410043716430664062e+01 0.000000000000000000e+00
2.400000000000000000e+02 6.000000000000000000e+00 2.656323719024658203e+01 2.379853248596191406e+00
2.400000000000000000e+02 9.000000000000000000e+00 3.170124816894531250e+01 0.000000000000000000e+00
2.400000000000000000e+02 1.300000000000000000e+01 2.693657875061035156e+01 0.000000000000000000e+00
2.400000000000000000e+02 1.400000000000000000e+01 3.162678146362304688e+01 0.000000000000000000e+00
2.400000000000000000e+02 1.700000000000000000e+01 2.836907386779785156e+01 2.976102895172078711e+00
2.400000000000000000e+02 1.800000000000000000e+01 3.467230606079101562e+01 0.000000000000000000e+00
2.400000000000000000e+02 2.600000000000000000e+01 2.967217826843261719e+01 3.073923110961914062e+00
2.400000000000000000e+02 2.800000000000000000e+01 2.658581161499023438e+01 0.000000000000000000e+00
2.400000000000000000e+02 3.200000000000000000e+01 3.323893356323242188e+01 0.000000000000000000e+00
2.400000000000000000e+02 3.800000000000000000e+01 3.421220016479492188e+01 0.000000000000000000e+00
2.400000000000000000e+02 3.900000000000000000e+01 3.192264938354492188e+01 2.209941864013671875e+00
2.400000000000000000e+02 5.200000000000000000e+01 3.323278045654296875e+01 0.000000000000000000e+00
2.400000000000000000e+02 5.800000000000000000e+01 3.670969899495442945e+01 4.621630022588262277e-01
2.400000000000000000e+02 6.000000000000000000e+01 3.888823699951171875e+01 0.000000000000000000e+00
2.400000000000000000e+02 6.300000000000000000e+01 3.803981399536132812e+01 8.067207336425781250e-01
2.400000000000000000e+02 6.600000000000000000e+01 3.694361305236816406e+01 1.259969711303710938e+00
2.400000000000000000e+02 6.800000000000000000e+01 3.740174102783203125e+01 1.582366943359375000e+00
2.400000000000000000e+02 7.100000000000000000e+01 3.858889389038085938e+01 0.000000000000000000e+00
2.400000000000000000e+02 7.200000000000000000e+01 3.822129058837890625e+01 0.000000000000000000e+00
2.400000000000000000e+02 7.300000000000000000e+01 3.873953247070312500e+01 0.000000000000000000e+00
2.400000000000000000e+02 7.500000000000000000e+01 3.660419464111328125e+01 0.000000000000000000e+00
2.400000000000000000e+02 7.800000000000000000e+01 3.818276214599609375e+01 0.000000000000000000e+00
2.400000000000000000e+02 7.900000000000000000e+01 3.687831115722656250e+01 0.000000000000000000e+00
2.400000000000000000e+02 8.500000000000000000e+01 3.796772003173828125e+01 0.000000000000000000e+00
2.400000000000000000e+02 8.600000000000000000e+01 4.045793533325195312e+01 0.000000000000000000e+00
2.410000000000000000e+02 1.000000000000000000e+00 2.126048660278320312e+01 0.000000000000000000e+00
2.410000000000000000e+02 5.000000000000000000e+00 3.384624862670898438e+01 0.000000000000000000e+00
2.410000000000000000e+02 6.000000000000000000e+00 3.300068664550781250e+01 0.000000000000000000e+00
2.410000000000000000e+02 7.000000000000000000e+00 2.603071975708007812e+01 0.000000000000000000e+00
2.410000000000000000e+02 1.200000000000000000e+01 2.759963162740071496e+01 6.071974063928636589e+00
2.410000000000000000e+02 1.900000000000000000e+01 3.032099914550781250e+01 2.115512847900390625e+00
2.410000000000000000e+02 2.800000000000000000e+01 3.048714065551757812e+01 0.000000000000000000e+00
2.410000000000000000e+02 2.900000000000000000e+01 2.974491882324218750e+01 0.000000000000000000e+00
2.410000000000000000e+02 3.100000000000000000e+01 2.965438079833984375e+01 0.000000000000000000e+00
2.410000000000000000e+02 3.200000000000000000e+01 3.042570495605468750e+01 0.000000000000000000e+00
2.410000000000000000e+02 3.400000000000000000e+01 3.493084716796875000e+01 0.000000000000000000e+00
2.410000000000000000e+02 3.600000000000000000e+01 3.285296249389648438e+01 0.000000000000000000e+00
2.410000000000000000e+02 3.700000000000000000e+01 3.179129028320312500e+01 0.000000000000000000e+00
2.410000000000000000e+02 4.000000000000000000e+01 3.310666275024414062e+01 0.000000000000000000e+00
2.410000000000000000e+02 4.300000000000000000e+01 3.559091949462890625e+01 0.000000000000000000e+00
2.410000000000000000e+02 5.100000000000000000e+01 3.639141845703125000e+01 0.000000000000000000e+00
2.410000000000000000e+02 5.200000000000000000e+01 3.772750854492187500e+01 0.000000000000000000e+00
2.410000000000000000e+02 5.500000000000000000e+01 3.489481353759765625e+01 0.000000000000000000e+00
2.410000000000000000e+02 5.700000000000000000e+01 3.536302375793457031e+01 3.173318862915039062e+00
2.410000000000000000e+02 5.800000000000000000e+01 3.753025054931640625e+01 0.000000000000000000e+00
2.410000000000000000e+02 5.900000000000000000e+01 3.526734924316406250e+01 0.000000000000000000e+00
2.410000000000000000e+02 6.200000000000000000e+01 3.642128753662109375e+01 0.000000000000000000e+00
2.410000000000000000e+02 6.300000000000000000e+01 3.354572296142578125e+01 0.000000000000000000e+00
2.410000000000000000e+02 6.400000000000000000e+01 3.718010139465332031e+01 8.023357391357421875e-01
2.410000000000000000e+02 7.000000000000000000e+01 3.704484558105468750e+01 0.000000000000000000e+00
2.410000000000000000e+02 7.100000000000000000e+01 3.773023986816406250e+01 0.000000000000000000e+00
2.410000000000000000e+02 7.300000000000000000e+01 3.965468597412109375e+01 0.000000000000000000e+00
2.410000000000000000e+02 7.500000000000000000e+01 3.857421493530273438e+01 1.748466491699218750e-01
2.420000000000000000e+02 2.000000000000000000e+00 2.398130226135253906e+01 2.672433853149414062e+00
2.420000000000000000e+02 3.000000000000000000e+00 3.044249820709228516e+01 5.556384086608886719e+00
2.420000000000000000e+02 5.000000000000000000e+00 2.099774551391601562e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.000000000000000000e+00 2.477796936035156250e+01 0.000000000000000000e+00
2.420000000000000000e+02 1.300000000000000000e+01 2.736785125732421875e+01 0.000000000000000000e+00
2.420000000000000000e+02 1.700000000000000000e+01 2.726930618286132812e+01 0.000000000000000000e+00
2.420000000000000000e+02 2.300000000000000000e+01 3.544531250000000000e+01 0.000000000000000000e+00
2.420000000000000000e+02 2.600000000000000000e+01 2.973847579956054688e+01 0.000000000000000000e+00
2.420000000000000000e+02 3.300000000000000000e+01 2.687421798706054688e+01 0.000000000000000000e+00
2.420000000000000000e+02 3.400000000000000000e+01 3.430476379394531250e+01 0.000000000000000000e+00
2.420000000000000000e+02 3.700000000000000000e+01 3.268592453002929688e+01 4.682655334472656250e-01
2.420000000000000000e+02 3.800000000000000000e+01 3.529288482666015625e+01 0.000000000000000000e+00
2.420000000000000000e+02 3.900000000000000000e+01 3.254939270019531250e+01 0.000000000000000000e+00
2.420000000000000000e+02 4.500000000000000000e+01 3.540774536132812500e+01 0.000000000000000000e+00
2.420000000000000000e+02 5.000000000000000000e+01 3.125894355773925781e+01 0.000000000000000000e+00
2.420000000000000000e+02 5.100000000000000000e+01 3.695716094970703125e+01 1.316352844238281250e+00
2.420000000000000000e+02 5.300000000000000000e+01 3.768669509887695312e+01 1.271694183349609375e+00
2.420000000000000000e+02 5.600000000000000000e+01 3.669876480102539062e+01 6.730461120605468750e-01
2.420000000000000000e+02 5.800000000000000000e+01 3.411266326904296875e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.000000000000000000e+01 3.780385208129882812e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.100000000000000000e+01 3.382354736328125000e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.200000000000000000e+01 3.715348815917968750e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.300000000000000000e+01 3.750640106201171875e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.400000000000000000e+01 3.722622299194335938e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.600000000000000000e+01 3.745642852783203125e+01 0.000000000000000000e+00
2.420000000000000000e+02 6.700000000000000000e+01 3.780944442749023438e+01 0.000000000000000000e+00
2.420000000000000000e+02 7.300000000000000000e+01 3.863287353515625000e+01 0.000000000000000000e+00
2.420000000000000000e+02 7.400000000000000000e+01 3.820195007324218750e+01 2.794647216796875000e-02
2.420000000000000000e+02 7.600000000000000000e+01 3.720536041259765625e+01 0.000000000000000000e+00
2.420000000000000000e+02 8.800000000000000000e+01 3.696470642089843750e+01 0.000000000000000000e+00
2.430000000000000000e+02 6.000000000000000000e+00 1.983003425598144531e+01 0.000000000000000000e+00
2.430000000000000000e+02 7.000000000000000000e+00 3.000649738311767578e+01 4.344110488891601562e-01
2.430000000000000000e+02 8.000000000000000000e+00 2.002816009521484375e+01 0.000000000000000000e+00
2.430000000000000000e+02 9.000000000000000000e+00 2.611638832092285156e+01 0.000000000000000000e+00
2.430000000000000000e+02 1.200000000000000000e+01 2.362542533874511719e+01 1.615976333618164062e+00
2.430000000000000000e+02 1.500000000000000000e+01 3.088982009887695312e+01 0.000000000000000000e+00
2.430000000000000000e+02 1.700000000000000000e+01 2.955058097839355469e+01 0.000000000000000000e+00
2.430000000000000000e+02 1.900000000000000000e+01 2.901467514038085938e+01 0.000000000000000000e+00
2.430000000000000000e+02 2.000000000000000000e+01 3.400553512573242188e+01 0.000000000000000000e+00
2.430000000000000000e+02 2.300000000000000000e+01 2.494600677490234375e+01 0.000000000000000000e+00
2.430000000000000000e+02 2.600000000000000000e+01 2.695335769653320312e+01 0.000000000000000000e+00
2.430000000000000000e+02 3.300000000000000000e+01 3.463586425781250000e+01 0.000000000000000000e+00
2.430000000000000000e+02 3.400000000000000000e+01 3.425981521606445312e+01 1.419715881347656250e-01
2.430000000000000000e+02 3.900000000000000000e+01 2.931285667419433594e+01 0.000000000000000000e+00
2.430000000000000000e+02 4.700000000000000000e+01 3.228355407714843750e+01 0.000000000000000000e+00
2.430000000000000000e+02 5.600000000000000000e+01 3.492590713500976562e+01 0.000000000000000000e+00
2.430000000000000000e+02 5.900000000000000000e+01 3.595674896240234375e+01 0.000000000000000000e+00
2.430000000000000000e+02 6.300000000000000000e+01 3.585104624430338305e+01 1.687252005187974246e+00
2.430000000000000000e+02 6.400000000000000000e+01 3.719083404541015625e+01 0.000000000000000000e+00
2.430000000000000000e+02 6.800000000000000000e+01 3.332870101928710938e+01 0.000000000000000000e+00
2.430000000000000000e+02 7.100000000000000000e+01 3.716862773895263672e+01 8.432241030115343872e-01
2.430000000000000000e+02 7.300000000000000000e+01 3.763548278808593750e+01 0.000000000000000000e+00
2.430000000000000000e+02 7.500000000000000000e+01 3.852983474731445312e+01 0.000000000000000000e+00
2.430000000000000000e+02 7.800000000000000000e+01 3.676657867431640625e+01 0.000000000000000000e+00
2.430000000000000000e+02 7.900000000000000000e+01 3.685104751586914062e+01 0.000000000000000000e+00
2.430000000000000000e+02 8.000000000000000000e+01 3.944699096679687500e+01 0.000000000000000000e+00
2.430000000000000000e+02 8.200000000000000000e+01 3.650798034667968750e+01 0.000000000000000000e+00
2.430000000000000000e+02 8.700000000000000000e+01 4.015690612792968750e+01 0.000000000000000000e+00
2.440000000000000000e+02 1.000000000000000000e+00 2.128264999389648438e+01 0.000000000000000000e+00
2.440000000000000000e+02 3.000000000000000000e+00 2.529408645629882812e+01 0.000000000000000000e+00
2.440000000000000000e+02 1.200000000000000000e+01 3.249219512939453125e+01 0.000000000000000000e+00
2.440000000000000000e+02 1.300000000000000000e+01 2.779772472381591797e+01 8.883752822875976562e-01
2.440000000000000000e+02 1.700000000000000000e+01 2.731784439086914062e+01 0.000000000000000000e+00
2.440000000000000000e+02 1.900000000000000000e+01 2.826628112792968750e+01 0.000000000000000000e+00
2.440000000000000000e+02 3.400000000000000000e+01 3.211399078369140625e+01 2.486076354980468750e+00
2.440000000000000000e+02 3.800000000000000000e+01 3.315156555175781250e+01 0.000000000000000000e+00
2.440000000000000000e+02 3.900000000000000000e+01 3.785300445556640625e+01 0.000000000000000000e+00
2.440000000000000000e+02 4.100000000000000000e+01 2.938122749328613281e+01 0.000000000000000000e+00
2.440000000000000000e+02 4.800000000000000000e+01 3.255242156982421875e+01 0.000000000000000000e+00
2.440000000000000000e+02 4.900000000000000000e+01 3.721974945068359375e+01 0.000000000000000000e+00
2.440000000000000000e+02 5.000000000000000000e+01 3.413101959228515625e+01 0.000000000000000000e+00
2.440000000000000000e+02 5.200000000000000000e+01 3.609682464599609375e+01 0.000000000000000000e+00
2.440000000000000000e+02 5.600000000000000000e+01 3.576287841796875000e+01 1.854553222656250000e-01
2.440000000000000000e+02 5.900000000000000000e+01 3.379069137573242188e+01 0.000000000000000000e+00
2.440000000000000000e+02 6.100000000000000000e+01 3.644013214111328125e+01 0.000000000000000000e+00
2.440000000000000000e+02 6.300000000000000000e+01 3.638622283935546875e+01 0.000000000000000000e+00
2.440000000000000000e+02 6.700000000000000000e+01 3.722315216064453125e+01 0.000000000000000000e+00
2.440000000000000000e+02 6.800000000000000000e+01 3.619869613647460938e+01 0.000000000000000000e+00
2.440000000000000000e+02 6.900000000000000000e+01 3.555558013916015625e+01 0.000000000000000000e+00
2.440000000000000000e+02 7.000000000000000000e+01 3.629102706909179688e+01 0.000000000000000000e+00
2.440000000000000000e+02 7.300000000000000000e+01 3.808354187011718750e+01 0.000000000000000000e+00
2.440000000000000000e+02 7.600000000000000000e+01 3.782064056396484375e+01 0.000000000000000000e+00
2.440000000000000000e+02 7.700000000000000000e+01 3.813958740234375000e+01 0.000000000000000000e+00
2.440000000000000000e+02 8.300000000000000000e+01 3.613009262084960938e+01 0.000000000000000000e+00
2.440000000000000000e+02 8.700000000000000000e+01 3.827748107910156250e+01 0.000000000000000000e+00
2.450000000000000000e+02 5.000000000000000000e+00 2.790233421325683594e+01 2.864675521850585938e+00
2.450000000000000000e+02 8.000000000000000000e+00 2.216422557830810547e+01 7.155008316040039062e-01
2.450000000000000000e+02 1.400000000000000000e+01 2.918792343139648438e+01 0.000000000000000000e+00
2.450000000000000000e+02 1.700000000000000000e+01 2.601940155029296875e+01 0.000000000000000000e+00
2.450000000000000000e+02 2.300000000000000000e+01 2.483831405639648438e+01 0.000000000000000000e+00
2.450000000000000000e+02 2.400000000000000000e+01 3.354993057250976562e+01 1.130554199218750000e+00
2.450000000000000000e+02 2.800000000000000000e+01 2.690370941162109375e+01 0.000000000000000000e+00
2.450000000000000000e+02 3.000000000000000000e+01 2.645267677307128906e+01 0.000000000000000000e+00
2.450000000000000000e+02 3.400000000000000000e+01 2.647592544555664062e+01 0.000000000000000000e+00
2.450000000000000000e+02 3.900000000000000000e+01 2.880914306640625000e+01 0.000000000000000000e+00
2.450000000000000000e+02 4.100000000000000000e+01 3.417689895629882812e+01 0.000000000000000000e+00
2.450000000000000000e+02 4.400000000000000000e+01 3.524411582946777344e+01 2.925052642822265625e-01
2.450000000000000000e+02 4.700000000000000000e+01 3.179696273803710938e+01 0.000000000000000000e+00
2.450000000000000000e+02 5.000000000000000000e+01 3.269691848754882812e+01 0.000000000000000000e+00
2.450000000000000000e+02 5.100000000000000000e+01 3.554115422566732008e+01 2.955362912437679679e+00
2.450000000000000000e+02 5.500000000000000000e+01 3.662912114461263258e+01 6.522930344422197546e-01
2.450000000000000000e+02 5.600000000000000000e+01 3.733232116699218750e+01 0.000000000000000000e+00
2.450000000000000000e+02 5.800000000000000000e+01 3.903306579589843750e+01 0.000000000000000000e+00
2.450000000000000000e+02 6.100000000000000000e+01 3.696508026123046875e+01 0.000000000000000000e+00
2.450000000000000000e+02 6.300000000000000000e+01 3.659444046020507812e+01 1.481895446777343750e-01
2.450000000000000000e+02 6.500000000000000000e+01 3.698545455932617188e+01 0.000000000000000000e+00
2.450000000000000000e+02 7.000000000000000000e+01 3.833535766601562500e+01 0.000000000000000000e+00
2.450000000000000000e+02 7.400000000000000000e+01 3.579915618896484375e+01 0.000000000000000000e+00
2.450000000000000000e+02 7.500000000000000000e+01 3.596833801269531250e+01 0.000000000000000000e+00
2.450000000000000000e+02 7.800000000000000000e+01 3.505429077148437500e+01 0.000000000000000000e+00
2.450000000000000000e+02 7.900000000000000000e+01 3.751838684082031250e+01 0.000000000000000000e+00
2.450000000000000000e+02 8.700000000000000000e+01 3.958844757080078125e+01 0.000000000000000000e+00
2.450000000000000000e+02 1.010000000000000000e+02 3.712724304199218750e+01 0.000000000000000000e+00
2.460000000000000000e+02 1.000000000000000000e+00 3.084725189208984375e+01 0.000000000000000000e+00
2.460000000000000000e+02 3.000000000000000000e+00 3.510662460327148438e+01 0.000000000000000000e+00
2.460000000000000000e+02 6.000000000000000000e+00 3.005073642730712891e+01 7.012844085693359375e-02
2.460000000000000000e+02 1.000000000000000000e+01 3.026587486267089844e+01 0.000000000000000000e+00
2.460000000000000000e+02 1.100000000000000000e+01 2.621699523925781250e+01 0.000000000000000000e+00
2.460000000000000000e+02 1.400000000000000000e+01 2.756624221801757812e+01 0.000000000000000000e+00
2.460000000000000000e+02 2.100000000000000000e+01 2.937059402465820312e+01 0.000000000000000000e+00
2.460000000000000000e+02 2.600000000000000000e+01 3.234974288940429688e+01 0.000000000000000000e+00
2.460000000000000000e+02 2.700000000000000000e+01 3.066585350036621094e+01 0.000000000000000000e+00
2.460000000000000000e+02 3.100000000000000000e+01 3.286692047119140625e+01 0.000000000000000000e+00
2.460000000000000000e+02 4.200000000000000000e+01 3.529787445068359375e+01 0.000000000000000000e+00
2.460000000000000000e+02 4.300000000000000000e+01 2.986523056030273438e+01 0.000000000000000000e+00
2.460000000000000000e+02 4.500000000000000000e+01 3.643987655639648438e+01 0.000000000000000000e+00
2.460000000000000000e+02 5.000000000000000000e+01 3.511938858032226562e+01 1.592788696289062500e-01
2.460000000000000000e+02 5.100000000000000000e+01 3.367189216613769531e+01 2.064470291137695312e+00
2.460000000000000000e+02 5.400000000000000000e+01 3.574869537353515625e+01 0.000000000000000000e+00
2.460000000000000000e+02 5.700000000000000000e+01 3.456365585327148438e+01 1.136380260986143753e+00
2.460000000000000000e+02 5.800000000000000000e+01 3.494069290161132812e+01 0.000000000000000000e+00
2.460000000000000000e+02 5.900000000000000000e+01 3.792070388793945312e+01 0.000000000000000000e+00
2.460000000000000000e+02 6.200000000000000000e+01 3.544767189025878906e+01 3.954105377197265625e-01
2.460000000000000000e+02 6.400000000000000000e+01 3.562003326416015625e+01 0.000000000000000000e+00
2.460000000000000000e+02 7.000000000000000000e+01 3.350761032104492188e+01 0.000000000000000000e+00
2.460000000000000000e+02 8.100000000000000000e+01 3.934804916381835938e+01 0.000000000000000000e+00
2.460000000000000000e+02 8.800000000000000000e+01 3.659573364257812500e+01 0.000000000000000000e+00
2.460000000000000000e+02 9.600000000000000000e+01 3.657999420166015625e+01 0.000000000000000000e+00
2.470000000000000000e+02 1.000000000000000000e+00 2.438142013549804688e+01 0.000000000000000000e+00
2.470000000000000000e+02 3.000000000000000000e+00 2.220587539672851562e+01 0.000000000000000000e+00
2.470000000000000000e+02 5.000000000000000000e+00 2.489774703979492188e+01 0.000000000000000000e+00
2.470000000000000000e+02 6.000000000000000000e+00 2.832944869995117188e+01 0.000000000000000000e+00
2.470000000000000000e+02 8.000000000000000000e+00 2.238449096679687500e+01 0.000000000000000000e+00
2.470000000000000000e+02 1.700000000000000000e+01 2.628497123718261719e+01 9.678707122802734375e-01
2.470000000000000000e+02 2.000000000000000000e+01 2.341243553161621094e+01 0.000000000000000000e+00
2.470000000000000000e+02 2.200000000000000000e+01 2.877629089355468750e+01 0.000000000000000000e+00
2.470000000000000000e+02 2.600000000000000000e+01 3.455446624755859375e+01 0.000000000000000000e+00
2.470000000000000000e+02 2.800000000000000000e+01 3.138053894042968750e+01 0.000000000000000000e+00
2.470000000000000000e+02 3.000000000000000000e+01 2.948656558990478516e+01 3.316073417663574219e+00
2.470000000000000000e+02 3.100000000000000000e+01 2.668769836425781250e+01 0.000000000000000000e+00
2.470000000000000000e+02 3.200000000000000000e+01 3.065902137756347656e+01 0.000000000000000000e+00
2.470000000000000000e+02 3.500000000000000000e+01 2.893237304687500000e+01 0.000000000000000000e+00
2.470000000000000000e+02 3.700000000000000000e+01 3.347562789916992188e+01 0.000000000000000000e+00
2.470000000000000000e+02 4.100000000000000000e+01 3.402014160156250000e+01 0.000000000000000000e+00
2.470000000000000000e+02 4.700000000000000000e+01 3.170955657958984375e+01 0.000000000000000000e+00
2.470000000000000000e+02 4.900000000000000000e+01 3.321435546875000000e+01 1.090892791748046875e+00
2.470000000000000000e+02 5.000000000000000000e+01 3.210625839233398438e+01 0.000000000000000000e+00
2.470000000000000000e+02 5.100000000000000000e+01 3.378780746459960938e+01 3.036003112792968750e-01
2.470000000000000000e+02 5.300000000000000000e+01 3.585475540161132812e+01 0.000000000000000000e+00
2.470000000000000000e+02 5.500000000000000000e+01 3.705267333984375000e+01 0.000000000000000000e+00
2.470000000000000000e+02 5.600000000000000000e+01 3.639195251464843750e+01 0.000000000000000000e+00
2.470000000000000000e+02 5.700000000000000000e+01 3.575802612304687500e+01 0.000000000000000000e+00
2.470000000000000000e+02 6.000000000000000000e+01 3.396147918701171875e+01 0.000000000000000000e+00
2.470000000000000000e+02 6.500000000000000000e+01 3.615744781494140625e+01 0.000000000000000000e+00
2.470000000000000000e+02 6.600000000000000000e+01 3.583413696289062500e+01 0.000000000000000000e+00
2.470000000000000000e+02 6.700000000000000000e+01 3.784989547729492188e+01 1.859130859375000000e-01
2.470000000000000000e+02 6.800000000000000000e+01 3.770178222656250000e+01 0.000000000000000000e+00
2.470000000000000000e+02 6.900000000000000000e+01 3.773986434936523438e+01 0.000000000000000000e+00
2.470000000000000000e+02 7.100000000000000000e+01 3.628295516967773438e+01 0.000000000000000000e+00
2.470000000000000000e+02 7.300000000000000000e+01 3.586980819702148438e+01 0.000000000000000000e+00
2.470000000000000000e+02 8.100000000000000000e+01 3.776743316650390625e+01 6.481246948242187500e-01
2.470000000000000000e+02 8.300000000000000000e+01 3.637445068359375000e+01 0.000000000000000000e+00
2.470000000000000000e+02 8.800000000000000000e+01 3.580651855468750000e+01 0.000000000000000000e+00
2.480000000000000000e+02 1.000000000000000000e+00 2.643063163757324219e+01 0.000000000000000000e+00
2.480000000000000000e+02 3.000000000000000000e+00 2.427516269683837891e+01 5.063796043395996094e+00
2.480000000000000000e+02 6.000000000000000000e+00 2.552337074279785156e+01 0.000000000000000000e+00
2.480000000000000000e+02 9.000000000000000000e+00 2.396865844726562500e+01 1.343704223632812500e+00
2.480000000000000000e+02 1.400000000000000000e+01 3.252434921264648438e+01 0.000000000000000000e+00
2.480000000000000000e+02 1.700000000000000000e+01 2.934934997558593750e+01 0.000000000000000000e+00
2.480000000000000000e+02 2.000000000000000000e+01 2.829548454284667969e+01 0.000000000000000000e+00
2.480000000000000000e+02 2.800000000000000000e+01 3.156614303588867188e+01 0.000000000000000000e+00
2.480000000000000000e+02 4.000000000000000000e+01 3.538154602050781250e+01 0.000000000000000000e+00
2.480000000000000000e+02 4.400000000000000000e+01 3.067387580871582031e+01 0.000000000000000000e+00
2.480000000000000000e+02 4.800000000000000000e+01 3.470837148030599195e+01 6.650923468910541203e-01
2.480000000000000000e+02 4.900000000000000000e+01 3.170812606811523438e+01 0.000000000000000000e+00
2.480000000000000000e+02 5.000000000000000000e+01 3.467593002319335938e+01 2.390251159667968750e-01
2.480000000000000000e+02 5.100000000000000000e+01 3.583687591552734375e+01 0.000000000000000000e+00
2.480000000000000000e+02 5.400000000000000000e+01 3.521750640869140625e+01 0.000000000000000000e+00
2.480000000000000000e+02 5.700000000000000000e+01 3.245368957519531250e+01 0.000000000000000000e+00
2.480000000000000000e+02 6.000000000000000000e+01 3.723530578613281250e+01 0.000000000000000000e+00
2.480000000000000000e+02 6.300000000000000000e+01 3.261793136596679688e+01 0.000000000000000000e+00
2.480000000000000000e+02 6.400000000000000000e+01 3.573800659179687500e+01 6.306457519531250000e-01
2.480000000000000000e+02 6.500000000000000000e+01 3.640978050231933594e+01 6.904760859939270690e-01
2.480000000000000000e+02 6.600000000000000000e+01 3.458099365234375000e+01 0.000000000000000000e+00
2.480000000000000000e+02 6.800000000000000000e+01 3.794301605224609375e+01 0.000000000000000000e+00
2.480000000000000000e+02 7.200000000000000000e+01 3.713049189249674242e+01 7.607798899105659984e-01
2.480000000000000000e+02 8.400000000000000000e+01 3.821805953979492188e+01 0.000000000000000000e+00
2.480000000000000000e+02 8.700000000000000000e+01 3.858612823486328125e+01 0.000000000000000000e+00
2.480000000000000000e+02 8.800000000000000000e+01 3.826730728149414062e+01 0.000000000000000000e+00
2.490000000000000000e+02 1.000000000000000000e+00 2.914723205566406250e+01 0.000000000000000000e+00
2.490000000000000000e+02 3.000000000000000000e+00 2.296158981323242188e+01 0.000000000000000000e+00
2.490000000000000000e+02 5.000000000000000000e+00 2.509864807128906250e+01 0.000000000000000000e+00
2.490000000000000000e+02 9.000000000000000000e+00 2.843859577178955078e+01 3.237010002136230469e+00
2.490000000000000000e+02 1.100000000000000000e+01 2.724744415283203125e+01 0.000000000000000000e+00
2.490000000000000000e+02 1.400000000000000000e+01 2.284534454345703125e+01 0.000000000000000000e+00
2.490000000000000000e+02 1.500000000000000000e+01 3.169767761230468750e+01 0.000000000000000000e+00
2.490000000000000000e+02 2.300000000000000000e+01 2.814002609252929688e+01 0.000000000000000000e+00
2.490000000000000000e+02 2.400000000000000000e+01 2.807872581481933594e+01 0.000000000000000000e+00
2.490000000000000000e+02 2.500000000000000000e+01 2.940807056427001953e+01 4.404356956481933594e+00
2.490000000000000000e+02 2.900000000000000000e+01 3.098087310791015625e+01 8.417167663574218750e-01
2.490000000000000000e+02 3.600000000000000000e+01 3.294985580444335938e+01 0.000000000000000000e+00
2.490000000000000000e+02 4.100000000000000000e+01 2.787972640991210938e+01 0.000000000000000000e+00
2.490000000000000000e+02 4.200000000000000000e+01 3.263851928710937500e+01 0.000000000000000000e+00
2.490000000000000000e+02 5.100000000000000000e+01 3.391040802001953125e+01 0.000000000000000000e+00
2.490000000000000000e+02 5.400000000000000000e+01 3.400201416015625000e+01 0.000000000000000000e+00
2.490000000000000000e+02 6.600000000000000000e+01 3.598936080932617188e+01 0.000000000000000000e+00
2.490000000000000000e+02 7.100000000000000000e+01 3.660869407653808594e+01 8.869152069091796875e-01
2.490000000000000000e+02 7.400000000000000000e+01 3.676826477050781250e+01 0.000000000000000000e+00
2.490000000000000000e+02 7.500000000000000000e+01 3.578842163085937500e+01 0.000000000000000000e+00
2.490000000000000000e+02 7.700000000000000000e+01 3.570350646972656250e+01 0.000000000000000000e+00
2.490000000000000000e+02 7.900000000000000000e+01 3.592654037475585938e+01 0.000000000000000000e+00
2.490000000000000000e+02 8.100000000000000000e+01 3.741560363769531250e+01 0.000000000000000000e+00
2.490000000000000000e+02 1.040000000000000000e+02 3.593059158325195312e+01 0.000000000000000000e+00
2.500000000000000000e+02 3.000000000000000000e+00 1.974345588684082031e+01 0.000000000000000000e+00
2.500000000000000000e+02 1.100000000000000000e+01 3.315103912353515625e+01 0.000000000000000000e+00
2.500000000000000000e+02 1.700000000000000000e+01 2.402119827270507812e+01 0.000000000000000000e+00
2.500000000000000000e+02 2.600000000000000000e+01 3.224336242675781250e+01 0.000000000000000000e+00
2.500000000000000000e+02 2.800000000000000000e+01 2.925022506713867188e+01 0.000000000000000000e+00
2.500000000000000000e+02 3.100000000000000000e+01 2.888858985900878906e+01 0.000000000000000000e+00
2.500000000000000000e+02 3.300000000000000000e+01 3.368734741210937500e+01 0.000000000000000000e+00
2.500000000000000000e+02 3.400000000000000000e+01 3.324120330810546875e+01 0.000000000000000000e+00
2.500000000000000000e+02 3.500000000000000000e+01 3.390155410766601562e+01 0.000000000000000000e+00
